Country_Code,Cuisines,Rating,Rating_text,Votes
1,Chinese,3.5,Good,429
1,"Pizza, Fast Food",3.6,Good,146
1,"American, Fast Food",3.7,Good,241
1,"Chinese, North Indian, Mughlai, Continental",3.5,Good,853
1,"Mexican, Italian, North Indian, Chinese",3.6,Good,254
1,"Continental, Chinese, Thai, Mughlai, North Indian",3.8,Good,1317
1,"Fast Food, Burger",3.5,Good,187
1,"Continental, North Indian, Chinese, European, Asian",3.9,Good,401
1,North Indian,3.6,Good,302
1,"Asian, European",3.9,Good,297
1,"North Indian, Chinese, Continental, Thai",3.9,Good,280
1,Cafe,3.7,Good,269
1,"North Indian, Chinese, South Indian, Seafood, Chettinad",3.6,Good,289
1,"Continental, Burger, Pizza, North Indian, European, Finger Food",3.9,Good,96
1,"Portuguese, African, Lebanese",4,Very Good,322
1,"North Indian, Italian, Chinese, American",4.4,Very Good,391
1,"Chinese, Continental, North Indian, Mexican",4.1,Very Good,569
1,"Asian, Seafood",4.1,Very Good,105
1,"North Indian, Chinese, Italian, Continental",4.4,Very Good,3569
1,"Chinese, Thai, Asian",4.1,Very Good,208
1,Korean,4.2,Very Good,327
1,"Bihari, Lucknowi, North Indian",4,Very Good,226
1,"Asian, Thai, Chinese",4.1,Very Good,875
1,"Continental, North Indian, Italian, Chinese",4.2,Very Good,1809
1,"Japanese, Sushi",4.3,Very Good,56
1,"Continental, Italian, North Indian, Mughlai",4.4,Very Good,166
1,"North Indian, Italian, Parsi, Asian, Kerala",4.4,Very Good,146
1,"Healthy Food, Cafe, Desserts, Italian, Bakery",3.8,Good,99
1,"North Indian, Asian, Italian",4,Very Good,242
1,North Indian,3.1,Average,11
1,"North Indian, Chinese, Mughlai",2.7,Average,73
1,"Burger, Fast Food",2.7,Average,7
1,Cafe,3.1,Average,23
1,"Bakery, Fast Food",3.2,Average,23
1,"Beverages, Fast Food",3.2,Average,7
1,"Tea, Fast Food",2.9,Average,10
1,"North Indian, Mughlai",2.9,Average,5
1,"North Indian, Chinese",3.1,Average,34
1,"Desserts, Beverages",3.1,Average,7
1,Street Food,3.1,Average,5
1,"Raw Meats, North Indian, Fast Food",3.1,Average,14
1,"North Indian, Street Food",2.9,Average,7
1,"Fast Food, North Indian",3.3,Average,8
1,"North Indian, Biryani, Chinese",3,Average,8
1,North Indian,2.7,Average,7
1,"North Indian, Fast Food",3.1,Average,9
1,"North Indian, Chinese",2.5,Average,52
1,"Fast Food, Chinese",3.2,Average,39
1,"Chinese, Tibetan",2.9,Average,9
1,"North Indian, Mughlai",2.8,Average,73
1,"Asian, Continental, Fast Food",4.5,Excellent,76
1,"Bakery, Desserts",3.6,Good,183
1,"North Indian, Chinese",3.8,Good,142
1,"Pizza, Italian",3.5,Good,22
1,"Healthy Food, Salad, Italian, Continental",3.9,Good,144
1,"North Indian, South Indian, Street Food, Mithai",3.5,Good,486
1,Bakery,3.9,Good,104
1,Fast Food,3.5,Good,136
1,"Fast Food, Chinese",0,Not rated,3
1,Fast Food,0,Not rated,1
1,"North Indian, Chinese",0,Not rated,0
1,Bakery,0,Not rated,0
1,Bakery,2.4,Poor,13
1,"Biryani, North Indian, Hyderabadi",4,Very Good,530
1,"North Indian, Chinese",3,Average,6
1,Fast Food,3,Average,5
1,Afghani,0,Not rated,0
1,"Afghani, North Indian",0,Not rated,0
1,"Mithai, Street Food",0,Not rated,3
1,Ice Cream,0,Not rated,0
1,"Fast Food, Chinese",0,Not rated,0
1,Afghani,0,Not rated,0
1,Chinese,0,Not rated,0
1,Cafe,0,Not rated,0
1,Cafe,0,Not rated,0
1,"North Indian, Fast Food",0,Not rated,2
1,North Indian,0,Not rated,0
1,"North Indian, Chinese",0,Not rated,0
1,Ice Cream,0,Not rated,1
1,Chinese,0,Not rated,0
1,Chinese,0,Not rated,0
1,"North Indian, Mithai, Chinese",0,Not rated,0
1,"Chinese, North Indian",0,Not rated,0
1,"Chinese, North Indian",0,Not rated,0
1,"North Indian, Fast Food",3,Average,174
1,"North Indian, Chinese, Fast Food",3.2,Average,11
1,"Bakery, Desserts",4.1,Very Good,176
1,"Chinese, Thai",3.4,Average,64
1,"North Indian, Chinese, Fast Food",3.2,Average,41
1,Cafe,3.2,Average,24
1,"Mithai, Street Food",3.2,Average,10
1,"Mughlai, North Indian",3.2,Average,18
1,"North Indian, Chinese",3.3,Average,59
1,"Bakery, Fast Food",2.9,Average,28
1,"North Indian, Chinese, Mughlai",3.3,Average,74
1,"North Indian, South Indian, Street Food, Mithai",2.8,Average,14
1,"Mithai, North Indian, South Indian, Chinese",3.2,Average,50
1,"North Indian, Mughlai",3.1,Average,11
1,"Bakery, Desserts",3.2,Average,10
1,"North Indian, Chinese, Mughlai",3.2,Average,88
1,"North Indian, Chinese, Continental",3.7,Good,427
1,North Indian,0,Not rated,0
1,"Bengali, North Indian",0,Not rated,3
1,"Burger, Fast Food",0,Not rated,1
1,North Indian,0,Not rated,3
1,Chinese,0,Not rated,0
1,Chinese,0,Not rated,0
1,"Raw Meats, Fast Food",0,Not rated,0
1,"North Indian, Fast Food, South Indian",0,Not rated,1
1,North Indian,0,Not rated,0
1,"Mithai, Street Food",0,Not rated,1
1,Biryani,0,Not rated,0
1,"Bakery, Desserts",0,Not rated,1
1,North Indian,0,Not rated,0
1,"Mughlai, North Indian",0,Not rated,0
1,"North Indian, South Indian",0,Not rated,1
1,North Indian,0,Not rated,0
1,"Chinese, North Indian, Mughlai",2.4,Poor,92
1,"Burger, Fast Food, Chinese",2.8,Average,16
1,Continental,3.3,Average,17
1,North Indian,0,Not rated,3
1,"Mithai, Street Food",0,Not rated,0
1,"Lebanese, Mediterranean, Middle Eastern, Arabian",3.9,Good,233
1,"North Indian, Chinese",2.4,Poor,20
1,Mediterranean,3.2,Average,6
1,"Bakery, Desserts",3,Average,6
1,"Chinese, North Indian, South Indian, Healthy Food",3.1,Average,6
1,"Fast Food, Burger",3.3,Average,15
1,North Indian,3.1,Average,4
1,Desserts,3,Average,4
1,"North Indian, Mughlai, Chinese",2.7,Average,20
1,North Indian,3,Average,18
1,"North Indian, Chinese, Street Food",3.2,Average,18
1,North Indian,3,Average,6
1,"Ice Cream, Desserts",3.2,Average,7
1,"Bakery, Desserts",3.3,Average,14
1,"Raw Meats, Fast Food",2.9,Average,4
1,"North Indian, Mughlai",3.2,Average,48
1,"North Indian, South Indian, Fast Food",3.1,Average,9
1,"Chinese, Fast Food",2.9,Average,5
1,"North Indian, Chinese",3,Average,33
1,Chinese,3,Average,4
1,"North Indian, Chinese",3.1,Average,37
1,Chinese,2.6,Average,17
1,"North Indian, Chinese",2.9,Average,8
1,"North Indian, Chinese",2.8,Average,5
1,Fast Food,3,Average,6
1,Chinese,3.6,Good,47
1,"Continental, North Indian",3.8,Good,46
1,North Indian,3.9,Good,37
1,"Bengali, North Indian",3.5,Good,46
1,North Indian,0,Not rated,0
1,"Mithai, Street Food",0,Not rated,0
1,Cafe,0,Not rated,0
1,Biryani,0,Not rated,1
1,"North Indian, South Indian, Chinese, Healthy Food, Bakery",0,Not rated,0
1,"Bakery, Desserts",0,Not rated,1
1,"North Indian, Chinese",0,Not rated,1
1,Chinese,0,Not rated,1
1,Chinese,0,Not rated,0
1,"Mughlai, North Indian, Chinese",0,Not rated,0
1,North Indian,0,Not rated,0
1,North Indian,0,Not rated,0
1,Chinese,0,Not rated,0
1,"North Indian, South Indian",0,Not rated,0
1,Ice Cream,0,Not rated,0
1,North Indian,0,Not rated,0
1,"North Indian, Rajasthani",0,Not rated,0
1,"Fast Food, Street Food",0,Not rated,3
1,Fast Food,0,Not rated,0
1,North Indian,0,Not rated,2
1,North Indian,0,Not rated,0
1,Bakery,0,Not rated,0
1,Chinese,0,Not rated,0
1,North Indian,0,Not rated,1
1,"North Indian, Mughlai, Chinese",2.2,Poor,66
1,Chinese,2.2,Poor,46
1,"Chinese, Mughlai, North Indian",2.4,Poor,52
1,Fast Food,3.2,Average,12
1,Chinese,2.8,Average,106
1,Lebanese,3.3,Average,22
1,Fast Food,3.4,Average,94
1,"North Indian, Chinese",2.6,Average,16
1,Ice Cream,2.8,Average,11
1,"North Indian, Biryani",3.2,Average,16
1,"North Indian, Mughlai, Chinese",3.2,Average,32
1,North Indian,3.1,Average,27
1,"Cafe, Fast Food, Chinese",3.7,Good,45
1,"North Indian, Mughlai",3.5,Good,148
1,Mithai,3.6,Good,20
1,Bakery,3.2,Average,13
1,"Mithai, Street Food",2.8,Average,7
1,Bakery,0,Not rated,3
1,"Mithai, Street Food",3.4,Average,37
1,"North Indian, Chinese",3.3,Average,64
1,Street Food,3.2,Average,16
1,"Mithai, North Indian, Chinese, Street Food",2.7,Average,28
1,"Desserts, Ice Cream",3.6,Good,28
1,"North Indian, Mughlai",4,Very Good,398
1,North Indian,0,Not rated,0
1,Bakery,0,Not rated,0
1,Tea,0,Not rated,0
1,"Bakery, Fast Food",0,Not rated,0
1,"Burger, Fast Food",3.4,Average,190
1,"North Indian, Chinese, Fast Food",2.5,Average,65
1,"Cafe, Tea",3.3,Average,39
1,"Tea, Fast Food",3.4,Average,20
1,"North Indian, Chinese, Fast Food",3.3,Average,17
1,"North Indian, Chinese",3.2,Average,21
1,"Bakery, Desserts, Fast Food",3.3,Average,175
1,"Burger, Desserts, Fast Food",3.4,Average,138
1,North Indian,3.4,Average,20
1,"North Indian, Chinese, Fast Food",3.4,Average,51
1,"North Indian, Mughlai",3.2,Average,32
1,"North Indian, Chinese, Italian",3.1,Average,57
1,"South Indian, North Indian, Chinese",3.4,Average,54
1,North Indian,2.9,Average,41
1,"South Indian, North Indian, Chinese",2.5,Average,188
1,"North Indian, Street Food, Mithai",3.1,Average,68
1,"North Indian, Mithai, Street Food",2.6,Average,30
1,"American, Fast Food, Salad, Healthy Food",2.9,Average,58
1,"American, Fast Food, Salad, Healthy Food",2.9,Average,101
1,Bakery,3.3,Average,16
1,Cafe,2.8,Average,22
1,"Chinese, Seafood, Japanese",2.6,Average,83
1,"North Indian, Chinese",3.4,Average,155
1,"Chinese, North Indian, Mughlai",3.4,Average,40
1,Italian,3.7,Good,30
1,"Healthy Food, Continental, North Indian, Salad",3.5,Good,30
1,"Cafe, Bakery, Desserts",3.5,Good,84
1,"Pizza, Italian",3.7,Good,21
1,"Chinese, Asian",3.9,Good,22
1,"Healthy Food, North Indian",3.6,Good,57
1,Asian,3.9,Good,28
1,"Italian, Chinese, Continental, Thai, Mediterranean, Lebanese",3.9,Good,101
1,"North Indian, Chinese, Fast Food",3.5,Good,26
1,"North Indian, Continental",3.7,Good,28
1,Biryani,3.6,Good,35
1,Cafe,3.7,Good,51
1,"North Indian, Mughlai, Chinese",3.5,Good,39
1,"Bakery, Desserts, North Indian, Bengali, South Indian",3.5,Good,37
1,"Pizza, Fast Food",2.3,Poor,70
1,Ice Cream,2.3,Poor,26
1,North Indian,2.4,Poor,42
1,Continental,4.1,Very Good,56
1,"Finger Food, North Indian, Chinese",0,Not rated,0
1,"North Indian, Mughlai",0,Not rated,0
1,"Bakery, Desserts",2.8,Average,7
1,"Street Food, Mithai",2.8,Average,9
1,"North Indian, Chinese, Mughlai",3.1,Average,33
1,North Indian,0,Not rated,0
1,Juices,0,Not rated,1
1,North Indian,0,Not rated,0
1,"Bakery, Desserts",0,Not rated,0
1,Biryani,0,Not rated,0
1,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai",3.4,Average,178
1,"North Indian, Mughlai",4.5,Excellent,1262
1,"Chinese, Thai, Malaysian, Indonesian",3.3,Average,199
1,"North Indian, Mughlai, Biryani",3.4,Average,483
1,"Fast Food, North Indian, Chinese",3.4,Average,346
1,"Chinese, Thai",3.2,Average,241
1,Lebanese,3.8,Good,158
1,"Ice Cream, Desserts",3.7,Good,92
1,"Ice Cream, Desserts",3.6,Good,115
1,"Bakery, Desserts, Fast Food",3.9,Good,94
1,"North Indian, Mughlai",3.5,Good,118
1,"North Indian, Street Food",3.8,Good,48
1,"Chinese, Thai",3.6,Good,321
1,Goan,4,Very Good,429
1,"Hyderabadi, North Indian, Biryani",4.1,Very Good,344
1,"North Indian, Mughlai",4.1,Very Good,103
1,North Indian,4.2,Very Good,67
1,"Fast Food, North Indian",4.2,Very Good,112
1,"North Indian, Rajasthani, Asian",4,Very Good,157
1,Bakery,3,Average,8
1,Bakery,3.3,Average,21
1,"North Indian, Chinese",2.7,Average,39
1,"Bengali, Fast Food",3.2,Average,27
1,"North Indian, Fast Food",3.2,Average,10
1,Bakery,3.4,Average,16
1,"Healthy Food, North Indian, Italian, Salad",3.4,Average,20
1,"Italian, Pizza, Fast Food",2.8,Average,80
1,North Indian,2.8,Average,42
1,Biryani,3.7,Good,49
1,Fast Food,3.7,Good,65
1,"North Indian, Mughlai, Chinese",3.7,Good,52
1,"Cafe, Fast Food",3.7,Good,58
1,"South Indian, Desserts, Beverages",3.7,Good,25
1,Bakery,3.7,Good,50
1,"Mughlai, Biryani",3.7,Good,125
1,North Indian,3.5,Good,26
1,"Pizza, Fast Food",3.7,Good,23
1,"Goan, American, Portuguese",3.8,Good,23
1,"North Indian, Mughlai, Chinese",0,Not rated,1
1,"North Indian, Chinese",0,Not rated,0
1,Rajasthani,0,Not rated,1
1,"Fast Food, North Indian",0,Not rated,3
1,Desserts,0,Not rated,2
1,Chinese,2.4,Poor,38
1,Cafe,4.3,Very Good,62
1,"North Indian, Mughlai",4,Very Good,32
1,"Healthy Food, Continental, Juices, Beverages, Italian, Salad, Lebanese",4,Very Good,101
1,"Cafe, Pizza, Burger",4,Very Good,34
1,Continental,4,Very Good,53
1,South Indian,3.1,Average,10
1,Bakery,3.1,Average,5
1,"North Indian, Fast Food",3.2,Average,12
1,"North Indian, Chinese",3,Average,4
1,Biryani,2.7,Average,7
1,North Indian,3.1,Average,35
1,North Indian,3.4,Average,117
1,"Italian, Fast Food",3.4,Average,67
1,Street Food,3.3,Average,26
1,Fast Food,3,Average,33
1,"American, Fast Food, Salad, Healthy Food",3.3,Average,59
1,"North Indian, Mughlai, Chinese",2.6,Average,11
1,"South Indian, Kerala",3.4,Average,21
1,Bakery,3.2,Average,15
1,"American, Fast Food",3.6,Good,41
1,"North Indian, Mughlai",3.9,Good,67
1,"Street Food, Fast Food",2.2,Poor,41
1,Asian,4,Very Good,27
1,"Continental, North Indian",3.3,Average,57
1,Finger Food,3,Average,17
1,"Mughlai, Lucknowi, Awadhi",3.2,Average,52
1,"Mughlai, Lucknowi, Awadhi",3,Average,4
1,"Chinese, North Indian, Continental, Mexican",2.7,Average,19
1,"North Indian, South Indian",3,Average,6
1,Japanese,3,Average,10
1,Finger Food,3.2,Average,17
1,"North Indian, Continental, Chinese",3.6,Good,94
1,"North Indian, Mughlai",3.3,Average,96
1,"Japanese, Chinese, Thai",3.9,Good,272
1,Italian,3.8,Good,390
1,"North Indian, Asian",3.9,Good,394
1,Chinese,3.4,Average,22
1,Continental,3.7,Good,45
1,Finger Food,3.3,Average,36
1,Japanese,3.5,Good,27
1,"Bakery, Desserts, Fast Food",3.7,Good,16
1,"Japanese, Thai, Italian, Asian",3.5,Good,13
1,"Italian, Burger, Charcoal Grill",3.8,Good,127
1,"Bakery, Desserts, Bakery",3.1,Average,6
1,Cafe,2.7,Average,27
1,"North Indian, Chinese, Fast Food",2.8,Average,23
1,North Indian,3.1,Average,6
1,Desserts,3.3,Average,12
1,"North Indian, Mughlai",2.7,Average,7
1,"North Indian, Chinese",2.9,Average,13
1,"Chinese, Continental, North Indian",3.1,Average,11
1,"North Indian, Chinese",3.1,Average,17
1,"Continental, Healthy Food",3.3,Average,7
1,"North Indian, Fast Food",3,Average,10
1,Cafe,3.3,Average,10
1,Bakery,2.9,Average,4
1,Fast Food,0,Not rated,0
1,North Indian,0,Not rated,0
1,North Indian,0,Not rated,0
1,North Indian,0,Not rated,0
1,"North Indian, South Indian, Chinese",0,Not rated,2
1,Cafe,0,Not rated,0
1,"Bakery, Desserts",0,Not rated,2
1,"Cafe, Tea",0,Not rated,3
1,North Indian,0,Not rated,0
1,Cafe,0,Not rated,2
1,North Indian,0,Not rated,0
1,"Pizza, Fast Food",0,Not rated,3
1,"North Indian, Chinese, South Indian",0,Not rated,3
1,"North Indian, Chinese, Italian",0,Not rated,2
1,North Indian,0,Not rated,0
1,North Indian,0,Not rated,0
1,North Indian,0,Not rated,0
1,"Mughlai, Biryani",0,Not rated,0
1,"North Indian, Chinese, South Indian",0,Not rated,1
1,North Indian,0,Not rated,0
1,"Street Food, North Indian",0,Not rated,1
1,Cafe,0,Not rated,1
1,North Indian,0,Not rated,0
1,North Indian,0,Not rated,0
1,Cafe,3.1,Average,82
1,"Burger, Desserts, Fast Food",3.5,Good,302
1,North Indian,3.7,Good,276
1,Fast Food,0,Not rated,0
1,Cafe,0,Not rated,3
1,"North Indian, Fast Food",2.9,Average,7
1,"Cafe, Bakery",2.8,Average,8
1,Cafe,3.1,Average,10
1,"Cafe, Fast Food, Street Food",3.2,Average,31
1,Chinese,2.9,Average,5
1,"Burger, Desserts, Fast Food",3.4,Average,87
1,South Indian,3,Average,4
1,"Fast Food, Burger",3.3,Average,35
1,"Fast Food, Street Food",3.2,Average,25
1,"Healthy Food, Fast Food, Salad",3.2,Average,44
1,"American, Fast Food, Salad, Healthy Food",3.3,Average,27
1,Cafe,2.7,Average,14
1,Street Food,2.5,Average,11
1,North Indian,3.2,Average,11
1,"Desserts, Bakery",3.9,Good,43
1,"Cafe, Tea",3.8,Good,127
1,"Bakery, Desserts, Fast Food",3.6,Good,60
1,Fast Food,3.7,Good,51
1,"Chinese, Asian, Thai",3.6,Good,45
1,"Chinese, Thai, Asian",3.5,Good,200
1,"Fast Food, Pizza",3.6,Good,76
1,Bakery,0,Not rated,0
1,South Indian,0,Not rated,1
1,"Ice Cream, Desserts",0,Not rated,2
1,"Tea, Fast Food",2.4,Poor,49
1,"North Indian, Mediterranean, European, Asian, Chinese, Pizza",3.8,Good,305
1,"Thai, Asian",4,Very Good,219
1,"North Indian, Chinese",2.9,Average,15
1,"Mithai, Bakery, Street Food",2.8,Average,5
1,"Chinese, North Indian",2.9,Average,6
1,"Chinese, Fast Food",2.7,Average,10
1,Chinese,2.8,Average,14
1,"Bakery, Desserts",2.9,Average,13
1,Mithai,0,Not rated,0
1,"Bakery, Desserts",2.9,Average,6
1,"Chinese, Assamese",3.3,Average,153
1,Street Food,3.4,Average,151
1,"North Indian, Chinese",3.2,Average,12
1,Fast Food,3,Average,89
1,North Indian,3.1,Average,122
1,"Mithai, Street Food, South Indian, Chinese, North Indian",2.7,Average,83
1,North Indian,2.9,Average,7
1,North Indian,3.1,Average,21
1,"Mithai, Street Food",3.5,Good,66
1,"Bakery, Desserts",3.6,Good,69
1,"Burger, Fast Food",3.6,Good,60
1,"Chinese, Thai",3.6,Good,369
1,"Bakery, Fast Food",3.7,Good,63
1,"Mithai, Street Food",0,Not rated,2
1,"North Indian, Chinese",2.4,Poor,83
1,North Indian,2.2,Poor,142
1,"Continental, North Indian",3.2,Average,36
1,"Cafe, Italian",4.6,Excellent,394
1,"North Indian, Continental, Italian, Chinese",3.9,Good,360
1,Cafe,4.7,Excellent,126
1,Cafe,4.1,Very Good,290
1,"Continental, European",4.2,Very Good,110
1,"Chinese, Thai",4.1,Very Good,304
1,"Chinese, Thai, Japanese, Asian",4.4,Very Good,129
1,"North Indian, Continental",4.4,Very Good,222
1,"Cafe, North Indian, Italian",4.1,Very Good,124
1,"Cafe, Continental, Chinese",4,Very Good,28
1,North Indian,4.9,Excellent,774
1,Chinese,3.6,Good,327
1,"Chinese, North Indian",3.6,Good,142
1,"Cafe, American, Italian, Continental",4.1,Very Good,377
1,"Continental, Juices, Cafe, Desserts, Salad, Italian",4.2,Very Good,99
1,"Asian, Chinese, Tibetan",4.1,Very Good,25
1,"Cafe, Continental",4.1,Very Good,179
1,Chinese,4.3,Very Good,369
1,"Continental, Fast Food, Chinese, Charcoal Grill, Mexican",4,Very Good,256
1,"Continental, North Indian, Chinese, Arabian, Thai",4.3,Very Good,233
1,"Continental, Chinese",4.3,Very Good,96
1,"Mughlai, North Indian, Chinese",4.3,Very Good,3374
1,"European, Mediterranean, North Indian",4.9,Excellent,200
1,"Mexican, American, Tex-Mex, Burger",4.7,Excellent,1932
1,"Seafood, Continental, Goan, Asian, Andhra",3.8,Good,144
1,"Mexican, American, Tex-Mex, Burger",4.6,Excellent,2553
1,"North Indian, South Indian, Chinese",4,Very Good,682
1,"North Indian, Japanese, Italian",4.3,Very Good,860
1,"European, Mediterranean, North Indian",4.9,Excellent,5434
1,"Bakery, Desserts",4.8,Excellent,1023
1,"Continental, Asian",4.2,Very Good,79
1,"North Indian, Continental, Italian",4.2,Very Good,221
1,"Mediterranean, Italian, European",4.4,Very Good,2218
1,"Italian, Continental, Chinese",4.1,Very Good,594
1,"North Indian, Andhra, Chettinad, Bengali, Mughlai, Chinese",4.1,Very Good,1431
1,"Cafe, Continental, North Indian, Chinese",4.2,Very Good,1859
1,"Desserts, Cafe, Mexican",4.7,Excellent,344
1,"North Indian, Chinese",3.9,Good,616
1,"Hyderabadi, Awadhi",4.1,Very Good,571
1,"North Indian, Chinese, Continental, Mediterranean, Asian",3.7,Good,238
1,"North Indian, Chinese",4.1,Very Good,100
1,"North Indian, Chinese, South Indian",4.1,Very Good,152
1,"Italian, Continental",4.1,Very Good,37
1,"Cafe, Fast Food, Italian, Mexican",3.9,Good,430
1,"Greek, Lebanese",4.2,Very Good,304
1,"North Indian, Chinese",4,Very Good,404
1,"Cafe, Lebanese, Italian",3.8,Good,214
1,"North Indian, Mughlai",4,Very Good,496
1,"North Indian, Continental, Mexican, Italian",3.8,Good,209
1,"North Indian, Chinese, Italian",4.3,Very Good,334
1,"Mexican, Italian",3.1,Average,26
1,"Cafe, Italian, Mexican, Chinese",3.9,Good,502
1,"Cafe, Fast Food",3.8,Good,69
1,"Cafe, Bakery",3.9,Good,69
1,"North Indian, Chinese",4,Very Good,413
1,"Bakery, Cafe, Fast Food",4.3,Very Good,87
1,"North Indian, Mughlai, Seafood",4.1,Very Good,181
1,"Cafe, Fast Food",4.3,Very Good,171
1,"Cafe, Continental, Italian, Street Food",4,Very Good,341
1,"Cafe, Fast Food, Street Food",4.7,Excellent,1469
1,"North Indian, European, Continental, Finger Food",3.9,Good,676
1,"Italian, Chinese, Mexican, Thai, North Indian",4,Very Good,582
1,"Cafe, Italian, Continental",4.4,Very Good,389
1,"Italian, Continental, Mexican, Cafe, Bakery",4.4,Very Good,843
1,"Continental, Italian, North Indian, Lebanese, Thai",4,Very Good,212
1,Rajasthani,4.3,Very Good,1478
1,"Modern Indian, Asian",3.9,Good,67
1,"Cafe, Italian, Japanese, Continental",4.2,Very Good,633
1,"Continental, Mexican, Beverages, Desserts, North Indian, Chinese, Rajasthani",4,Very Good,916
1,"North Indian, Chinese, Continental, Rajasthani",4.5,Excellent,420
1,"Chinese, Asian",4.3,Very Good,308
1,"Italian, Bakery, Continental",4.9,Excellent,322
1,"Cafe, Mexican, Italian, North Indian, Fast Food",4.2,Very Good,198
1,Continental,4.1,Very Good,148
1,"Cafe, Mexican, Italian, Continental",4.3,Very Good,798
1,"North Indian, Continental, Chinese, Italian, Mexican",4.3,Very Good,1121
1,"North Indian, Continental, Chinese, Mexican, Italian, Desserts",2.6,Average,46
1,"Cafe, Fast Food, North Indian",3.9,Good,310
1,"Continental, Mexican, North Indian, Chinese",3.7,Good,112
1,"Chinese, Fast Food",3.3,Average,148
1,"North Indian, Continental, Asian",3.3,Average,51
1,North Indian,3.9,Good,97
1,"Finger Food, North Indian, Continental, Italian, Mediterranean",4,Very Good,24
1,"North Indian, Chinese",4,Very Good,54
1,"Cafe, Italian",3.5,Good,43
1,"Indian, Chinese, Continental",3.6,Good,34
1,"Bakery, Desserts, Fast Food",3.9,Good,97
1,"Desserts, Fast Food",4.1,Very Good,87
1,"North Indian, Fast Food",4.1,Very Good,158
1,"Cafe, Continental, Desserts, Ice Cream, Italian, Beverages",3.9,Good,127
1,Chinese,3.9,Good,86
1,North Indian,3.8,Good,97
1,"North Indian, Mexican, Italian",4.3,Very Good,155
1,"Bakery, Fast Food",3.4,Average,49
1,"Chinese, North Indian, Continental",3.6,Good,106
1,Fast Food,4.1,Very Good,171
1,"North Indian, Chinese",3.9,Good,113
1,"Chinese, Italian, Fast Food",3.7,Good,160
1,"North Indian, Mughlai, Lebanese, Arabian, Mediterranean",4,Very Good,41
1,Seafood,4.6,Excellent,289
1,Kerala,3.8,Good,281
1,Kerala,4.4,Very Good,662
1,"European, Cafe",4.2,Very Good,659
1,"North Indian, Kerala, Chinese, Continental",4.2,Very Good,394
1,"European, North Indian, Mediterranean, American",4.5,Excellent,213
1,"Chinese, Continental",3.7,Good,277
1,"Fast Food, Biryani",4,Very Good,246
1,"Chinese, Thai, North Indian, South Indian",3.7,Good,145
1,"Kerala, Fast Food",3.7,Good,105
1,Cafe,4,Very Good,406
1,"Cafe, Continental, Italian",4.4,Very Good,333
1,"Cafe, Continental, Italian",4,Very Good,160
1,"Cafe, Bakery, Desserts",4.2,Very Good,482
1,"Kerala, South Indian, Continental, North Indian, Seafood, Chinese",4.3,Very Good,722
1,"Chinese, Seafood, North Indian, Biryani",4.2,Very Good,146
1,"Kerala, South Indian, Chinese, Biryani",3.5,Good,348
1,"Italian, Seafood, Mediterranean, Desserts, Cafe",4.3,Very Good,658
1,"Continental, Cafe, Desserts, Bakery",4.3,Very Good,312
1,"Kerala, South Indian",3.6,Good,361
1,"Asian, Chinese",4.6,Excellent,945
1,"Italian, Mexican, American, Mediterranean",4.2,Very Good,1103
1,"Continental, Middle Eastern, Asian",4.8,Excellent,1424
1,"Chinese, Cafe, North Indian, Desserts",3.9,Good,326
1,Bengali,4.4,Very Good,1778
1,"North Indian, Chinese, Street Food",4.2,Very Good,704
1,"North Indian, Chinese, Mexican, Italian",4.4,Very Good,1484
1,"Tex-Mex, American",4,Very Good,911
1,"Seafood, Chinese",4.2,Very Good,2584
1,"Biryani, North Indian, Chinese, Mughlai",4.6,Excellent,1219
1,"North Indian, Continental",3.9,Good,1064
1,"North Indian, Chinese",4.9,Excellent,1753
1,"Continental, Italian, North Indian",3.5,Good,4464
1,"Chinese, North Indian",4.2,Very Good,5288
1,"Continental, North Indian",4.3,Very Good,7574
1,"European, American",4.4,Very Good,2224
1,"North Indian, Chinese",4.9,Excellent,5966
1,"Continental, Seafood, North Indian, Asian",3.6,Good,1040
1,North Indian,4.1,Very Good,1616
1,"Cafe, Chinese, Continental",4,Very Good,1126
1,"Mughlai, Lucknowi",4.9,Excellent,1057
1,"Desserts, Ice Cream",4.5,Excellent,144
1,"Cafe, Italian, Continental",4.6,Excellent,567
1,"Cafe, Continental, Chinese",3.5,Good,147
1,"Cafe, Fast Food",3.9,Good,217
1,"Continental, North Indian, Asian",3.7,Good,514
1,"North Indian, Continental",3.9,Good,268
1,"Cafe, Italian",4.3,Very Good,106
1,"North Indian, Chinese, Mughlai",4.2,Very Good,691
1,"Cafe, Italian, Desserts",4.1,Very Good,165
1,European,4.1,Very Good,80
1,"Mediterranean, Italian, American",4.3,Very Good,124
1,"Italian, American, Lebanese",4.3,Very Good,887
1,"Cafe, Chinese, Thai, North Indian, Continental",4,Very Good,79
1,Mughlai,4.4,Very Good,818
1,"Cafe, Bakery",4.1,Very Good,288
1,"North Indian, Mughlai, Chinese, Continental",4.2,Very Good,762
1,"North Indian, Continental, South Indian, Chinese, Thai, Asian",4.2,Very Good,149
1,North Indian,4.7,Excellent,1069
1,"North Indian, Mughlai, Chinese",4.2,Very Good,411
1,"Cafe, Fast Food",4,Very Good,587
1,"North Indian, Chinese, Fast Food",3.6,Good,93
1,"North Indian, Chinese, Continental",3.5,Good,17
